time,month_x,hours_after_sunset_x,bat_landing_number,food_availability,rat_minutes,rat_arrival_number,start_time,bat_landing_to_food,habit,rat_period_start,rat_period_end,seconds_after_rat_arrival,risk,reward,month_y,sunset_time,hours_after_sunset_y,season,rat_present
27/12/2017 19:43,0,3,73,3.102150538,0,0,,,,,,,,,,,,,0
27/12/2017 20:13,0,3.5,67,3,0,0,,,,,,,,,,,,,0
27/12/2017 20:43,0,4,2,3,0,0,,,,,,,,,,,,,0
27/12/2017 21:13,0,4.5,25,3,0,0,,,,,,,,,,,,,0
27/12/2017 21:43,0,5,48,2.970430108,0,0,,,,,,,,,,,,,0
27/12/2017 22:13,0,5.5,52,2.583333333,0,0,,,,,,,,,,,,,0
27/12/2017 22:43,0,6,61,2.112903226,0,0,,,,,,,,,,,,,0
27/12/2017 23:13,0,6.5,17,2,0,0,,,,,,,,,,,,,0
27/12/2017 23:43,0,7,12,2,0,0,,,,,,,,,,,,,0
28/12/2017 0:13,0,7.5,11,2,0,0,,,,,,,,,,,,,0
28/12/2017 0:43,0,8,34,1.953405018,4.166666667,1,,,,,,,,,,,,,1
28/12/2017 1:13,0,8.5,40,1.555555556,0,0,,,,,,,,,,,,,0
28/12/2017 1:43,0,9,37,1.107526882,0,0,,,,,,,,,,,,,0
28/12/2017 2:13,0,9.5,34,1,0,0,,,,,,,,,,,,,0
28/12/2017 2:43,0,10,23,1,0,0,,,,,,,,,,,,,0
28/12/2017 3:13,0,10.5,21,1,0,0,,,,,,,,,,,,,0
28/12/2017 3:43,0,11,5,0.971774194,16.01666667,1,28/12/2017 3:58,2,fast,28/12/2017 3:56,28/12/2017 4:13,107,0,1,0,27/12/2017 16:43,11.26277778,0,1
28/12/2017 3:43,0,11,5,0.971774194,16.01666667,1,28/12/2017 4:02,2,fast,28/12/2017 3:56,28/12/2017 4:13,358,0,1,0,27/12/2017 16:43,11.3325,0,1
28/12/2017 3:43,0,11,5,0.971774194,16.01666667,1,28/12/2017 4:11,1,,28/12/2017 3:56,28/12/2017 4:13,852,0,0,0,27/12/2017 16:43,11.46972222,0,1
28/12/2017 4:13,0,11.5,11,0.730769231,0.883333333,1,,,,,,,,,,,,,1
28/12/2017 4:43,0,12,3,0.442307692,0,0,,,,,,,,,,,,,0
28/12/2017 16:14,0,-0.5,8,4,0,0,,,,,,,,,,,,,0
28/12/2017 16:44,0,0,3,4,0,0,,,,,,,,,,,,,0
28/12/2017 17:14,0,0.5,24,4,0,0,,,,,,,,,,,,,0
28/12/2017 17:44,0,1,23,4,0,0,,,,,,,,,,,,,0
28/12/2017 18:14,0,1.5,48,4,0,0,,,,,,,,,,,,,0
28/12/2017 18:44,0,2,55,3.962648557,0,0,,,,,,,,,,,,,0
28/12/2017 19:14,0,2.5,23,3.543859649,8.1,1,28/12/2017 19:36,1,fast,28/12/2017 19:35,28/12/2017 19:46,14,0,1,0,28/12/2017 16:44,2.868888889,0,1
28/12/2017 19:14,0,2.5,23,3.543859649,8.1,1,28/12/2017 19:36,2,rat,28/12/2017 19:35,28/12/2017 19:46,40,1,0,0,28/12/2017 16:44,2.876111111,0,1
28/12/2017 19:14,0,2.5,23,3.543859649,8.1,1,28/12/2017 19:37,26,rat,28/12/2017 19:35,28/12/2017 19:46,68,1,0,0,28/12/2017 16:44,2.883888889,0,1
28/12/2017 19:44,0,3,23,3.07696661,2.5,1,28/12/2017 19:44,5,rat_and_others,28/12/2017 19:35,28/12/2017 19:46,521,1,0,0,28/12/2017 16:44,3.009722222,0,1
28/12/2017 19:44,0,3,23,3.07696661,2.5,1,28/12/2017 19:45,15,pick_and_others,28/12/2017 19:35,28/12/2017 19:46,564,1,1,0,28/12/2017 16:44,3.021666667,0,1
28/12/2017 19:44,0,3,23,3.07696661,2.5,1,28/12/2017 19:46,24,rat,28/12/2017 19:35,28/12/2017 19:46,607,1,0,0,28/12/2017 16:44,3.033611111,0,1
28/12/2017 20:14,0,3.5,32,3,0,0,,,,,,,,,,,,,0
28/12/2017 20:44,0,4,29,3,0,0,,,,,,,,,,,,,0
28/12/2017 21:14,0,4.5,50,3,0,0,,,,,,,,,,,,,0
28/12/2017 21:44,0,5,49,2.951877314,0,0,,,,,,,,,,,,,0
28/12/2017 22:14,0,5.5,57,2.540983607,0,0,,,,,,,,,,,,,0
28/12/2017 22:44,0,6,66,2.090428345,0,0,,,,,,,,,,,,,0
28/12/2017 23:14,0,6.5,52,2,0,0,,,,,,,,,,,,,0
28/12/2017 23:44,0,7,42,2,0,0,,,,,,,,,,,,,0
29/12/2017 0:14,0,7.5,29,2,0,0,,,,,,,,,,,,,0
29/12/2017 0:44,0,8,38,1.951075269,0,0,,,,,,,,,,,,,0
29/12/2017 1:14,0,8.5,44,1.533333333,0,0,,,,,,,,,,,,,0
29/12/2017 1:44,0,9,23,1.082258065,0,0,,,,,,,,,,,,,0
29/12/2017 2:14,0,9.5,25,1,0,0,,,,,,,,,,,,,0
29/12/2017 2:44,0,10,31,0.947076613,0,0,,,,,,,,,,,,,0
29/12/2017 3:14,0,10.5,24,0.546875,0,0,,,,,,,,,,,,,0
29/12/2017 3:44,0,11,18,0.15625,0.9,1,,,,,,,,,,,,,1
29/12/2017 4:14,0,11.5,3,0,0,0,,,,,,,,,,,,,0
29/12/2017 4:44,0,12,6,0,0,0,,,,,,,,,,,,,0
29/12/2017 14:45,0,-2,7,4,0,0,,,,,,,,,,,,,0
29/12/2017 15:15,0,-1.5,1,4,0,0,,,,,,,,,,,,,0
29/12/2017 15:45,0,-1,1,4,0,0,,,,,,,,,,,,,0
29/12/2017 16:15,0,-0.5,6,4,0,0,,,,,,,,,,,,,0
29/12/2017 16:45,0,0,7,4,0,0,,,,,,,,,,,,,0
29/12/2017 17:15,0,0.5,14,4,0,0,,,,,,,,,,,,,0
29/12/2017 17:45,0,1,14,4,0,0,,,,,,,,,,,,,0
29/12/2017 18:15,0,1.5,9,4,6.783333333,1,,,,,,,,,,,,,1
29/12/2017 18:45,0,2,19,3.949388209,0,0,,,,,,,,,,,,,0
29/12/2017 19:15,0,2.5,26,3.517241379,0,0,,,,,,,,,,,,,0
29/12/2017 19:45,0,3,29,3.066740823,0,0,,,,,,,,,,,,,0
29/12/2017 20:15,0,3.5,15,3,0,0,,,,,,,,,,,,,0
29/12/2017 20:45,0,4,67,3,0,0,,,,,,,,,,,,,0
29/12/2017 21:15,0,4.5,56,3,0,0,,,,,,,,,,,,,0
29/12/2017 21:45,0,5,45,3,0,0,,,,,,,,,,,,,0
29/12/2017 22:15,0,5.5,60,3,0,0,,,,,,,,,,,,,0
29/12/2017 22:45,0,6,59,3,0,0,,,,,,,,,,,,,0
29/12/2017 23:15,0,6.5,40,3,8.883333333,1,,,,,,,,,,,,,1
29/12/2017 23:45,0,7,49,2.939516129,0,0,,,,,,,,,,,,,0
30/12/2017 0:15,0,7.5,42,2.53125,0,0,,,,,,,,,,,,,0
30/12/2017 0:45,0,8,39,2.057747696,0,0,,,,,,,,,,,,,0
30/12/2017 1:15,0,8.5,47,1.535714286,0,0,,,,,,,,,,,,,0
30/12/2017 1:45,0,9,30,1.069124424,0,0,,,,,,,,,,,,,0
30/12/2017 2:15,0,9.5,41,1,0,0,,,,,,,,,,,,,0
30/12/2017 2:45,0,10,34,1,0,0,,,,,,,,,,,,,0
30/12/2017 3:15,0,10.5,23,1,0,0,,,,,,,,,,,,,0
30/12/2017 3:45,0,11,13,0.943074004,0,0,,,,,,,,,,,,,0
30/12/2017 4:15,0,11.5,16,0.558823529,0,0,,,,,,,,,,,,,0
30/12/2017 4:45,0,12,7,0.169117647,0,0,,,,,,,,,,,,,0
30/12/2017 5:15,0,12.5,7,0,0,0,,,,,,,,,,,,,0
30/12/2017 5:45,0,13,5,0,0,0,,,,,,,,,,,,,0
30/12/2017 6:15,0,13.5,1,0,0,0,,,,,,,,,,,,,0
30/12/2017 14:45,0,-2,10,0,0,0,,,,,,,,,,,,,0
30/12/2017 15:15,0,-1.5,14,0,0,0,,,,,,,,,,,,,0
30/12/2017 15:45,0,-1,3,0,0,0,,,,,,,,,,,,,0
30/12/2017 16:15,0,-0.5,3,0,0,0,,,,,,,,,,,,,0
30/12/2017 16:45,0,0,21,4,0,0,,,,,,,,,,,,,0
30/12/2017 17:15,0,0.5,32,4,0,0,,,,,,,,,,,,,0
30/12/2017 17:45,0,1,13,4,0,0,,,,,,,,,,,,,0
30/12/2017 18:15,0,1.5,36,4,3.283333333,1,30/12/2017 18:37,16,rat,30/12/2017 18:35,30/12/2017 18:38,108,1,0,0,30/12/2017 16:45,1.870833333,0,1
30/12/2017 18:45,0,2,20,3.955857385,0,0,,,,,,,,,,,,,0
30/12/2017 19:15,0,2.5,35,3.526315789,0,0,,,,,,,,,,,,,0
30/12/2017 19:45,0,3,37,3.067911715,5,1,30/12/2017 19:51,4,fast,30/12/2017 19:50,30/12/2017 19:55,41,0,1,0,30/12/2017 16:45,3.1075,0,1
30/12/2017 19:45,0,3,37,3.067911715,5,1,30/12/2017 19:51,0.074015603,fast,30/12/2017 19:50,30/12/2017 19:55,17,0,1,0,30/12/2017 16:45,3.100833333,0,1
30/12/2017 19:45,0,3,37,3.067911715,5,1,30/12/2017 19:52,10,rat,30/12/2017 19:50,30/12/2017 19:55,111,1,0,0,30/12/2017 16:45,3.126944444,0,1
30/12/2017 19:45,0,3,37,3.067911715,5,1,30/12/2017 19:54,24,rat,30/12/2017 19:50,30/12/2017 19:55,215,1,0,0,30/12/2017 16:45,3.155833333,0,1
30/12/2017 19:45,0,3,37,3.067911715,5,1,30/12/2017 19:54,15,rat,30/12/2017 19:50,30/12/2017 19:55,194,1,0,0,30/12/2017 16:45,3.15,0,1
30/12/2017 19:45,0,3,37,3.067911715,5,1,30/12/2017 19:54,13,rat,30/12/2017 19:50,30/12/2017 19:55,253,1,0,0,30/12/2017 16:45,3.166388889,0,1
30/12/2017 20:15,0,3.5,33,3,0,0,,,,,,,,,,,,,0
30/12/2017 20:45,0,4,39,3,0,0,,,,,,,,,,,,,0
30/12/2017 21:15,0,4.5,25,3,0,0,,,,,,,,,,,,,0
30/12/2017 21:45,0,5,10,3,0,0,,,,,,,,,,,,,0
30/12/2017 22:15,0,5.5,64,3,0,0,,,,,,,,,,,,,0
30/12/2017 22:45,0,6,41,3,0,0,,,,,,,,,,,,,0
30/12/2017 23:15,0,6.5,5,3,0,0,,,,,,,,,,,,,0
30/12/2017 23:45,0,7,31,2.943548387,0,0,,,,,,,,,,,,,0
31/12/2017 0:15,0,7.5,45,2.516666667,0,0,,,,,,,,,,,,,0
31/12/2017 0:45,0,8,42,2.07311828,0,0,,,,,,,,,,,,,0
31/12/2017 1:15,0,8.5,53,2,0,0,,,,,,,,,,,,,0
31/12/2017 1:45,0,9,45,2,0,0,,,,,,,,,,,,,0
31/12/2017 2:15,0,9.5,27,2,0,0,,,,,,,,,,,,,0
31/12/2017 2:45,0,10,24,1.957353745,0,0,,,,,,,,,,,,,0
31/12/2017 3:15,0,10.5,26,1.542372881,0,0,,,,,,,,,,,,,0
31/12/2017 3:45,0,11,17,1.083652269,0,0,,,,,,,,,,,,,0
31/12/2017 4:15,0,11.5,8,1,0,0,,,,,,,,,,,,,0
31/12/2017 4:45,0,12,12,1,0,0,,,,,,,,,,,,,0
31/12/2017 5:15,0,12.5,6,1,0,0,,,,,,,,,,,,,0
31/12/2017 6:15,0,13.5,5,1,0,0,,,,,,,,,,,,,0
31/12/2017 15:46,0,-1,1,4,0,0,,,,,,,,,,,,,0
31/12/2017 16:16,0,-0.5,15,4,0,0,,,,,,,,,,,,,0
31/12/2017 16:46,0,0,4,4,0,0,,,,,,,,,,,,,0
31/12/2017 17:16,0,0.5,3,4,0,0,,,,,,,,,,,,,0
31/12/2017 17:46,0,1,14,4,0,0,,,,,,,,,,,,,0
31/12/2017 18:16,0,1.5,14,3.723839496,0,0,,,,,,,,,,,,,0
31/12/2017 18:46,0,2,31,3.094413847,0,0,,,,,,,,,,,,,0
31/12/2017 19:16,0,2.5,22,3,0,0,,,,,,,,,,,,,0
31/12/2017 19:46,0,3,19,3,0,0,,,,,,,,,,,,,0
31/12/2017 20:16,0,3.5,29,3,0,0,,,,,,,,,,,,,0
31/12/2017 20:46,0,4,24,3,0,0,,,,,,,,,,,,,0
31/12/2017 21:16,0,4.5,38,3,0,0,,,,,,,,,,,,,0
31/12/2017 21:46,0,5,20,3,0,0,,,,,,,,,,,,,0
31/12/2017 22:16,0,5.5,17,3,0,0,,,,,,,,,,,,,0
31/12/2017 22:46,0,6,18,2.92688172,0,0,,,,,,,,,,,,,0
31/12/2017 23:16,0,6.5,28,2.483333333,0,0,,,,,,,,,,,,,0
31/12/2017 23:46,0,7,45,2.056451613,0,0,,,,,,,,,,,,,0
1/01/2018 0:16,1,7.5,34,2,0,0,,,,,,,,,,,,,0
1/01/2018 0:46,1,8,35,2,0,0,,,,,,,,,,,,,0
1/01/2018 1:16,1,8.5,31,2,0,0,,,,,,,,,,,,,0
1/01/2018 1:46,1,9,18,1.92688172,4.933333333,1,1/01/2018 1:52,2,fast,1/01/2018 1:50,1/01/2018 1:55,115,0,1,1,31/12/2017 16:46,9.108333333,0,1
1/01/2018 2:16,1,9.5,27,1.483333333,0,0,,,,,,,,,,,,,0
1/01/2018 2:46,1,10,38,1.056451613,0,0,,,,,,,,,,,,,0
1/01/2018 3:16,1,10.5,54,1,0,0,,,,,,,,,,,,,0
1/01/2018 3:46,1,11,13,1,0,0,,,,,,,,,,,,,0
1/01/2018 4:16,1,11.5,8,1,0,0,,,,,,,,,,,,,0
1/01/2018 4:46,1,12,27,1,0,0,,,,,,,,,,,,,0
1/01/2018 5:16,1,12.5,22,1,0,0,,,,,,,,,,,,,0
1/01/2018 5:46,1,13,4,1,0.083333333,1,,,,,,,,,,,,,1
1/01/2018 6:16,1,13.5,2,0,0,0,,,,,,,,,,,,,0
1/01/2018 16:17,1,-0.5,9,4,0,0,,,,,,,,,,,,,0
1/01/2018 16:47,1,0,18,4,0,0,,,,,,,,,,,,,0
1/01/2018 17:17,1,0.5,12,4,0,0,,,,,,,,,,,,,0
1/01/2018 17:47,1,1,17,4,0,0,,,,,,,,,,,,,0
1/01/2018 18:17,1,1.5,29,4,0,0,,,,,,,,,,,,,0
1/01/2018 18:47,1,2,37,3.94160178,0,0,,,,,,,,,,,,,0
1/01/2018 19:17,1,2.5,32,3.5,0,0,,,,,,,,,,,,,0
1/01/2018 19:47,1,3,25,3.05839822,0,0,,,,,,,,,,,,,0
1/01/2018 20:17,1,3.5,16,3,0,0,,,,,,,,,,,,,0
1/01/2018 20:47,1,4,62,3,0,0,,,,,,,,,,,,,0
1/01/2018 21:17,1,4.5,42,3,0,0,,,,,,,,,,,,,0
1/01/2018 21:47,1,5,49,3,0,0,,,,,,,,,,,,,0
1/01/2018 22:17,1,5.5,50,3,0,0,,,,,,,,,,,,,0
1/01/2018 22:47,1,6,66,2.920395421,0,0,,,,,,,,,,,,,0
1/01/2018 23:17,1,6.5,39,2.483870968,0,0,,,,,,,,,,,,,0
1/01/2018 23:47,1,7,52,2.062434964,0,0,,,,,,,,,,,,,0
1/02/2018 0:17,1,7.5,39,2,0,0,,,,,,,,,,,,,0
1/02/2018 0:47,1,8,23,2,0,0,,,,,,,,,,,,,0
1/02/2018 1:17,1,8.5,40,2,0,0,,,,,,,,,,,,,0
1/02/2018 1:47,1,9,34,1.837760911,0,0,,,,,,,,,,,,,0
1/02/2018 2:17,1,9.5,28,1.235294118,0,0,,,,,,,,,,,,,0
1/02/2018 2:47,1,10,32,0,0,0,,,,,,,,,,,,,0
1/02/2018 3:17,1,10.5,28,0,0,0,,,,,,,,,,,,,0
1/02/2018 3:47,1,11,7,0,2.316666667,1,,,,,,,,,,,,,1
1/02/2018 4:17,1,11.5,5,0,0,0,,,,,,,,,,,,,0
1/02/2018 4:47,1,12,1,0,0,0,,,,,,,,,,,,,0
1/02/2018 5:47,1,13,5,0,0,0,,,,,,,,,,,,,0
1/02/2018 6:17,1,13.5,4,0,0,0,,,,,,,,,,,,,0
1/03/2018 16:18,1,-0.5,20,4,0,0,,,,,,,,,,,,,0
1/03/2018 16:48,1,0,10,4,0,0,,,,,,,,,,,,,0
1/03/2018 17:18,1,0.5,10,4,0,0,,,,,,,,,,,,,0
1/03/2018 17:48,1,1,5,4,0,0,,,,,,,,,,,,,0
1/03/2018 18:18,1,1.5,24,4,0,0,,,,,,,,,,,,,0
1/03/2018 18:48,1,2,16,3.938021022,0,0,,,,,,,,,,,,,0
1/03/2018 19:18,1,2.5,11,3.629213483,0,0,,,,,,,,,,,,,0
1/03/2018 19:48,1,3,12,3.292134831,0,0,,,,,,,,,,,,,0
1/03/2018 20:18,1,3.5,10,3.023921711,0,0,,,,,,,,,,,,,0
1/03/2018 20:48,1,4,16,3,0,0,,,,,,,,,,,,,0
1/03/2018 21:18,1,4.5,30,3,0,0,,,,,,,,,,,,,0
1/03/2018 21:48,1,5,21,3,0,0,,,,,,,,,,,,,0
1/03/2018 22:18,1,5.5,32,3,0,0,,,,,,,,,,,,,0
1/03/2018 22:48,1,6,40,2.9243604,0,0,,,,,,,,,,,,,0
1/03/2018 23:18,1,6.5,32,2.465517241,0,0,,,,,,,,,,,,,0
1/03/2018 23:48,1,7,32,2.043381535,0,0,,,,,,,,,,,,,0
1/04/2018 0:18,1,7.5,23,2,0,0,,,,,,,,,,,,,0
1/04/2018 0:48,1,8,29,2,0,0,,,,,,,,,,,,,0
1/04/2018 1:18,1,8.5,14,2,0,0,,,,,,,,,,,,,0
1/04/2018 1:48,1,9,20,1.929240375,0,0,,,,,,,,,,,,,0
1/04/2018 2:18,1,9.5,17,1.5,0,0,,,,,,,,,,,,,0
1/04/2018 2:48,1,10,16,1.070759625,0,0,,,,,,,,,,,,,0
1/04/2018 3:18,1,10.5,16,1,0,0,,,,,,,,,,,,,0
1/04/2018 3:48,1,11,15,1,0,0,,,,,,,,,,,,,0
1/04/2018 4:18,1,11.5,16,0,0,0,,,,,,,,,,,,,0
1/04/2018 4:48,1,12,16,0,0,0,,,,,,,,,,,,,0
1/04/2018 5:18,1,12.5,5,0,2.383333333,1,,,,,,,,,,,,,1
1/04/2018 5:48,1,13,2,0,0,0,,,,,,,,,,,,,0
1/04/2018 6:18,1,13.5,6,0,0,0,,,,,,,,,,,,,0
1/04/2018 15:49,1,-1,1,4,0,0,,,,,,,,,,,,,0
1/04/2018 16:19,1,-0.5,13,4,0,0,,,,,,,,,,,,,0
1/04/2018 16:49,1,0,23,4,0,0,,,,,,,,,,,,,0
1/04/2018 17:19,1,0.5,33,4,0,0,,,,,,,,,,,,,0
1/04/2018 17:49,1,1,26,3.914905451,0,0,,,,,,,,,,,,,0
1/04/2018 18:19,1,1.5,56,3.448275862,0,0,,,,,,,,,,,,,0
1/04/2018 18:49,1,2,32,3.036707453,0,0,,,,,,,,,,,,,0
1/04/2018 19:19,1,2.5,40,3,0,0,,,,,,,,,,,,,0
1/04/2018 19:49,1,3,41,3,0,0,,,,,,,,,,,,,0
1/04/2018 20:19,1,3.5,30,3,0,0,,,,,,,,,,,,,0
1/04/2018 20:49,1,4,21,2.897849462,0,0,,,,,,,,,,,,,0
1/04/2018 21:19,1,4.5,60,2.433333333,0,0,,,,,,,,,,,,,0
1/04/2018 21:49,1,5,62,2.035483871,0,0,,,,,,,,,,,,,0
1/04/2018 22:19,1,5.5,53,2,0,0,,,,,,,,,,,,,0
1/04/2018 22:49,1,6,49,2,0,0,,,,,,,,,,,,,0
1/04/2018 23:19,1,6.5,45,2,0,0,,,,,,,,,,,,,0
1/04/2018 23:49,1,7,47,2,0,0,,,,,,,,,,,,,0
1/05/2018 0:19,1,7.5,36,2,0,0,,,,,,,,,,,,,0
1/05/2018 0:49,1,8,31,1.906506288,0,0,,,,,,,,,,,,,0
1/05/2018 1:19,1,8.5,17,1.440677966,3.266666667,1,,,,,,,,,,,,,1
1/05/2018 1:49,1,9,25,1.036085293,0,0,,,,,,,,,,,,,0
1/05/2018 2:19,1,9.5,13,1,0,0,,,,,,,,,,,,,0
1/05/2018 2:49,1,10,26,1,0.316666667,1,,,,,,,,,,,,,1
1/05/2018 3:19,1,10.5,21,1,1.45,1,,,,,,,,,,,,,1
1/05/2018 3:49,1,11,18,1,4.616666667,1,,,,,,,,,,,,,1
1/05/2018 4:19,1,11.5,14,1,0,0,,,,,,,,,,,,,0
1/05/2018 4:49,1,12,10,1,0.216666667,1,,,,,,,,,,,,,1
1/05/2018 5:19,1,12.5,14,1,0,0,,,,,,,,,,,,,0
1/05/2018 5:49,1,13,10,1,0,0,,,,,,,,,,,,,0
1/05/2018 6:19,1,13.5,4,0,0,0,,,,,,,,,,,,,0
1/05/2018 15:20,1,-1.5,2,4,0,0,,,,,,,,,,,,,0
1/05/2018 15:50,1,-1,8,4,0,0,,,,,,,,,,,,,0
1/05/2018 21:50,1,5,3,3.998511166,0,0,,,,,,,,,,,,,0
1/05/2018 22:20,1,5.5,49,3.738461538,0,0,,,,,,,,,,,,,0
1/05/2018 22:50,1,6,57,3.276923077,0,0,,,,,,,,,,,,,0
1/05/2018 23:20,1,6.5,54,3.002977667,0,0,,,,,,,,,,,,,0
1/05/2018 23:50,1,7,47,2.909571655,0,0,,,,,,,,,,,,,0
1/06/2018 0:20,1,7.5,43,2.459016393,0,0,,,,,,,,,,,,,0
1/06/2018 0:50,1,8,40,2.048122686,0,0,,,,,,,,,,,,,0
1/06/2018 1:20,1,8.5,40,2,0,0,,,,,,,,,,,,,0
1/06/2018 1:50,1,9,37,2,0,0,,,,,,,,,,,,,0
1/06/2018 2:20,1,9.5,31,2,0,0,,,,,,,,,,,,,0
1/06/2018 2:50,1,10,20,1.913412564,0,0,,,,,,,,,,,,,0
1/06/2018 3:20,1,10.5,9,1.438596491,0,0,,,,,,,,,,,,,0
1/06/2018 3:50,1,11,8,1.031126203,0,0,,,,,,,,,,,,,0
1/06/2018 4:20,1,11.5,12,1,0,0,,,,,,,,,,,,,0
1/06/2018 4:50,1,12,7,1,5.616666667,1,,,,,,,,,,,,,1
1/06/2018 5:20,1,12.5,5,1,0,0,,,,,,,,,,,,,0
1/06/2018 6:20,1,13.5,1,1,0,0,,,,,,,,,,,,,0
1/08/2018 16:22,1,-0.5,5,4,0,0,,,,,,,,,,,,,0
1/08/2018 16:52,1,0,12,4,0,0,,,,,,,,,,,,,0
1/08/2018 17:22,1,0.5,9,4,0,0,,,,,,,,,,,,,0
1/08/2018 17:52,1,1,8,4,0,0,,,,,,,,,,,,,0
1/08/2018 18:22,1,1.5,12,4,0,0,,,,,,,,,,,,,0
1/08/2018 18:52,1,2,24,4,0,0,,,,,,,,,,,,,0
1/08/2018 19:22,1,2.5,34,4,0,0,,,,,,,,,,,,,0
1/08/2018 19:52,1,3,29,3.866208355,0,0,,,,,,,,,,,,,0
1/08/2018 20:22,1,3.5,30,3.393442623,0,0,,,,,,,,,,,,,0
1/08/2018 20:52,1,4,21,3.023796933,0,0,,,,,,,,,,,,,0
1/08/2018 21:22,1,4.5,23,3,0,0,,,,,,,,,,,,,0
1/08/2018 21:52,1,5,35,3,0,0,,,,,,,,,,,,,0
1/08/2018 22:22,1,5.5,14,3,0,0,,,,,,,,,,,,,0
1/08/2018 22:52,1,6,35,2.890738814,0,0,,,,,,,,,,,,,0
